###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2022-07-21 using:
#     -NewRisingSun's NES 2.0 header database (2021-12-25)
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22) 
# 
# Fields: CRC, System, Board, PCB, Chip, Mapper, PrgRomSize, ChrRomSize, ChrRamSize, WorkRamSize, SaveRamSize, Battery, Mirroring, Controller Type, Bus Conflicts, SubMapper, VsSystemType, PpuModel
#
###################################################################################
44AC9C8E,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
44B028CA,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
44B05F06,Playchoice,,,,1,128,0,8,0,0,0,h,1,,0,,
44B060DA,Famicom,HVC-SNROM,HVC-SNROM-05,MMC1A,1,128,0,8,0,8,1,h,1,,0,,
44BDF967,NesNtsc,,,,562,256,0,32,8,0,0,v,1,,1,,
44BEB4B0,NesNtsc,,,,561,256,0,32,8,0,0,v,8,,1,,
44C06C59,NesNtsc,,,,17,128,128,0,8,0,0,v,1,,0,,
44C11847,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
44C20420,Dendy,,,,176,512,256,8,0,32,1,h,1,,2,,
44D05FFB,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
44D21F83,Famicom,IREM-NROM-128,IREM-01-V,,0,16,8,0,0,0,0,h,1,,0,,
44DC9F5C,NesNtsc,,,,4,32,8,0,0,0,0,h,1,,0,,
44DCF659,NesNtsc,,,,59,128,64,0,0,0,0,h,1,,0,,
44E473CA,NesNtsc,,,,428,128,64,0,0,0,0,h,1,,0,,
44F34172,NesNtsc,NES-NROM-256,NES-NROM-256-03,,0,32,8,0,0,0,0,v,1,,0,,
44F46BBC,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
44F92026,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,19,,0,,
450CD86E,NesNtsc,,,,59,128,64,0,0,0,0,h,1,,0,,
4536FE1C,Famicom,HVC-UNROM,HVC-UNROM-03,,2,128,0,8,0,0,0,v,1,,2,,
45493D2D,NesNtsc,,,,30,512,0,32,0,0,0,v,1,,0,,
4557D8E3,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
455CA7DE,Famicom,,,,0,32,8,0,0,0,0,h,1,,0,,
456120AC,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
45689BAB,NesNtsc,,,,17,128,128,0,8,0,0,v,1,,0,,
456D7350,NesNtsc,,,,17,128,128,0,8,0,0,v,1,,1,,
4570176B,Dendy,,,,534,512,512,0,0,0,0,h,1,,0,,
45714979,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
457CFF46,NesNtsc,,,,0,16,8,0,0,0,0,h,15,,0,,
4582F22E,Famicom,HVC-TKROM,HVC-TKROM-03,MMC3B,4,256,128,0,0,8,1,h,1,,0,,
45878D7F,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
459D0C2A,Famicom,HVC-SKROM,HVC-SKROM-05,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
45A3F009,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
45A41784,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
45A9C9A7,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,1,,
45A9DB6F,NesPal,NES-UNROM,NES-UNROM-08,,2,128,0,8,0,0,0,v,1,,2,,
45A9DEB3,NesNtsc,,,,268,32768,0,256,0,8,1,h,42,,0,,
45AE53F3,Dendy,,,,58,128,64,0,0,0,0,h,1,,0,,
45C33A1B,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
45C46D2C,NesNtsc,,,,562,128,128,0,8,0,0,v,1,,1,,
45C8BEC2,NesNtsc,,,,101,32,32,0,0,0,0,v,1,,0,,
45E55B4B,NesNtsc,,,,341,128,32,0,0,0,0,h,42,,0,,
45F03D2E,NesNtsc,NES-SKROM,NES-SKROM-04,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
45F4FA8C,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
45FAB9D7,NesNtsc,,,,454,640,0,8,0,0,0,h,1,,0,,
4606D946,NesNtsc,,,,240,128,128,0,0,8,1,h,1,,0,,
460710FA,NesNtsc,,,,0,32,8,0,8,0,0,v,1,,0,,
4607D59D,NesNtsc,,,,212,128,64,0,0,0,0,h,42,,0,,
46135141,NesPal,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,v,2,,2,,
4625AF15,VT03,,,,256,32,48,0,0,0,0,h,1,,1,,
4638FE34,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
4640EBE0,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
4642DDA6,NesNtsc,NES-SOROM,NES-SOROM-01,MMC1A,1,256,0,8,8,8,1,h,1,,0,,
46480432,NesPal,NES-SLROM,NES-SLROM-06,MMC1B3,1,128,128,0,0,0,0,h,1,,0,,
464A67AB,NesPal,NES-NROM-256,NES-NROM-256-02,,0,32,8,0,0,0,0,v,1,,0,,
465E5483,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
4660A73A,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
466EFDC2,Famicom,HVC-SNROM,HVC-SNROM-04,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
46707997,Dendy,,,,253,256,512,2,0,8,1,h,1,,0,,
4676CED3,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
4681691A,NesNtsc,NES-SL1ROM,NES-SL1ROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
46818B16,NesNtsc,,,,447,512,512,0,2,0,0,h,42,,0,,
4686C5DD,NesNtsc,MLT-CALTRON6IN1,N725012,,41,256,128,0,0,0,0,h,1,,0,,
46931EA0,NesPal,NES-SEROM,NES-SEROM-04,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
46A01115,NesNtsc,,,,0,8,8,0,0,0,0,v,1,,0,,
46A01871,NesNtsc,,,,422,1024,1024,0,0,0,0,h,42,,0,,
46A1AE7B,NesNtsc,,,,235,2048,0,8,0,0,0,h,42,,0,,
46AF36EB,NesNtsc,,,,30,512,0,32,0,0,0,h,1,,0,,
46B5751B,Famicom,,,,244,128,64,0,0,0,0,v,1,,0,,
46BE52E3,NesPal,,,,0,32,8,0,0,0,0,h,1,,0,,
46C45786,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
46C47C6B,NesNtsc,,,,1,256,0,8,0,8,1,h,1,,0,,
46C5EA60,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
46CA6CF0,Dendy,,,,57,128,128,0,0,0,0,h,1,,0,,
46E0D37D,NesNtsc,,,,1,128,0,8,0,8,1,h,1,,0,,
46E9CACD,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
46F105E0,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
46F30F2D,Famicom,HVC-SNROM,HVC-SNROM-06,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
46FD6F22,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
46FD7843,Famicom,NAMCOT-340,LROG058-00,340,210,128,128,0,0,0,0,v,1,,2,,
47002C4D,NesNtsc,,,,561,256,0,32,8,0,0,v,1,,1,,
47045397,NesNtsc,,,,66,128,32,0,0,0,0,v,1,,0,,
4706DB1D,Famicom,,,,0,32,8,0,0,0,0,h,1,,0,,
470A5F3B,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,2,,
471173E7,Famicom,,,,150,32,16,0,0,0,0,h,1,,0,,
47120991,NesNtsc,,,,150,32,16,0,0,0,0,h,1,,0,,
4713294F,VT03,,,,256,32,16,0,0,0,0,h,1,,1,,
47232739,Famicom,HVC-SFROM,HVC-SFROM-01,MMC1A,1,128,32,0,0,0,0,h,27,,0,,
472B9734,NesNtsc,,,,2,64,0,8,0,0,0,h,1,,2,,
473160CC,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
47505E51,VT03,,,,408,1024,0,8,8,0,0,h,1,,0,,
4751A751,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
4752BD5E,Dendy,,,,163,1024,0,8,0,8,1,v,1,,0,,
475C4E4B,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
475CDBFE,Famicom,JALECO-JF-17,JF-17,,72,128,128,0,0,0,0,h,1,,0,,
476E022B,NesNtsc,NES-TFROM,NES-TFROM-02,MMC3A,4,128,64,0,0,0,0,h,2,,0,,
477A478D,NesNtsc,,,,148,32,64,0,0,0,0,h,1,,0,,
477B1903,NesNtsc,,,,17,128,128,0,8,0,0,v,1,,0,,
4790AB5F,NesNtsc,,,,561,192,0,32,8,0,0,v,1,,1,,
47918D84,Famicom,,,,150,32,64,0,0,0,0,h,1,,0,,
4798F1A0,NesNtsc,,,,1,32,32,0,0,0,0,h,1,,5,,
47A55035,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
47A633B4,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
47AB4D52,Playchoice,,,,0,32,8,0,0,0,0,h,1,,0,,
47B561B9,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
47B6A39F,NesPal,NES-SKROM,NES-SKROM-04,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
47B758CD,NesNtsc,,,,4,512,256,0,0,8,1,h,1,,0,,
47BCE4D9,NesNtsc,,,,0,16,8,0,0,8,1,h,1,,0,,
47C0935B,NesNtsc,,,,561,256,0,32,8,0,0,v,33,,1,,
47C2020B,Famicom,NAMCOT-163,60-17,163,19,256,128,0,0,0,1,h,1,,2,,
47DF4FDE,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
47EA8047,NesNtsc,,,,139,256,64,0,0,0,0,h,1,,0,,
47EAF364,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
47F1A119,NesNtsc,,,,555,512,256,8,16,0,0,h,1,,0,,
47F7F860,NesNtsc,NES-TKEPROM,NES-TKEPROM-01,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
47FD88CF,NesPal,NES-SKROM,NES-SKROM-01,MMC1A,1,128,128,0,0,8,1,h,1,,0,,
481519B1,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
4818D911,NesNtsc,,,,562,384,128,0,8,0,0,v,1,,1,,
48210324,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
48239B42,NesNtsc,,,,79,64,64,0,0,0,0,h,1,,0,,
4823EEFE,NesNtsc,NES-SNROM,NES-SNROM-06,MMC1B3,1,256,0,8,0,8,1,h,1,,0,,
48244391,Dendy,,,,558,1024,0,8,0,8,1,h,1,,0,,
482610A3,NesNtsc,,,,4,256,128,0,0,8,1,h,1,,0,,
482C79AF,NesNtsc,NES-SEROM,NES-SEROM-02,MMC1B1-H,1,32,32,0,0,0,0,h,1,,5,,
482D45CD,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
482DA740,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
4833A958,NesNtsc,,,,206,128,64,0,0,0,0,v,1,,0,,
48349B0B,Famicom,HVC-UNROM,HVC-UNROM-02,,2,128,0,8,0,0,0,v,1,,2,,
48361E79,VsSystem,,,,99,32,16,0,2,0,0,4,5,,0,0,3
483A6693,VT369,,,,423,65536,0,0,0,0,0,h,1,,0,,
484A60DB,Famicom,HVC-UNROM,HVC-UNROM-03,,2,128,0,8,0,0,0,v,1,,2,,
484B03DB,Famicom,,,,0,32,8,0,0,0,0,v,1,,0,,
484D149F,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
48591193,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
485AC098,Famicom,HVC-CNROM,CN-04B,,3,32,32,0,0,0,0,v,1,,2,,
4864C304,Famicom,HVC-HROM,HVC-HROM-01,,0,16,8,0,0,0,0,v,1,,0,,
486764A0,NesNtsc,,,,561,256,0,8,8,0,0,v,1,,2,,
48721074,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
487AE16C,NesNtsc,,,,17,256,256,0,8,0,0,v,1,,0,,
48827DFD,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
489D19AB,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
489DB86E,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
489DE293,NesNtsc,,,,10,256,128,0,0,8,1,h,1,,0,,
489EF6A2,NesNtsc,NES-SH1ROM,NES-SH1ROM-01,MMC1B2,1,32,128,0,0,0,0,h,1,,5,,
48A17165,NesNtsc,,,,23,128,128,0,0,0,0,h,1,,3,,
48B21E71,Dendy,,,,162,1024,0,8,0,8,1,h,1,,0,,
48B74D22,Dendy,,,,58,128,64,0,0,0,0,h,1,,0,,
48B8E5CC,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
48B8EE58,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,2,,0,,
48BB5A71,NesNtsc,,,,2,256,0,8,0,0,0,h,1,,2,,
48BC89A2,NesNtsc,,,,561,384,0,32,8,0,0,v,1,,1,,
48C66CEB,NesNtsc,,,,12,512,0,8,8,0,0,v,33,,1,,
48C6F262,NesNtsc,,,,4,256,128,0,0,8,1,h,1,,0,,
48C8DE53,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,1,,
48CA0EE1,Famicom,SUNSOFT-FME-7,BBW-E301,FME-7,69,128,256,0,0,8,1,h,24,,0,,
48D1F54A,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
48DCECEB,NesNtsc,,,,59,128,64,0,0,0,0,h,42,,0,,
48E904D0,NesNtsc,NES-SLROM,NES-SLROM-05,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
48EDE7F6,Dendy,,,,4,256,256,0,0,8,1,h,1,,0,,
48F0419B,Famicom,,,,6,32,32,0,0,0,0,v,1,,5,,
48F2DCF5,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
48F3E25A,NesNtsc,,,,83,256,512,0,0,0,0,h,1,,1,,
48F68D40,Famicom,HVC-NROM-128,HVC-NROM-02,,0,16,8,0,0,0,0,h,1,,0,,
48F99C5C,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
48FD2FB7,NesNtsc,,,,206,32,32,0,0,0,0,v,1,,0,,
49023CEA,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
490E8A4C,Famicom,KONAMI-VRC-4,352400,VRC4,25,256,256,0,0,0,0,h,1,,2,,
49123146,Famicom,KONAMI-VRC-2,350636,VRC2,23,128,128,0,0,0,0,h,1,,3,,
491ACB83,NesNtsc,,,,3,32,32,,0,0,0,h,,,,,
491CD95E,NesNtsc,,,,4,256,128,0,0,0,0,4,1,,0,,
491D8CDB,Famicom,NAMCOT-3406,LROG052-00,109,206,128,64,0,0,0,0,h,1,,0,,
491EE6E7,NesNtsc,,,,1,128,128,0,8,0,0,h,1,,0,,
4925313F,NesNtsc,,,,33,128,128,0,0,0,0,h,1,,0,,
4927D89B,NesNtsc,,,,562,128,128,0,8,0,0,v,1,,1,,
492FC509,NesNtsc,,,,79,32,32,0,0,0,0,h,1,,0,,
4933E97F,NesNtsc,,,,85,256,256,0,0,0,0,h,1,,1,,
493BD2FF,Famicom,HVC-NROM-128,9011-04,,0,16,8,0,0,0,0,v,1,,0,,
49421D8A,NesNtsc,,,,134,512,512,0,0,0,0,h,1,,0,,
4942BDA8,Famicom,,,,4,256,128,0,0,8,1,h,1,,0,,
4962C024,Famicom,,,,242,512,0,8,0,0,0,h,1,,0,,
496DAF9B,NesNtsc,,,,428,128,64,0,0,0,0,h,42,,0,,
4973B16B,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
497C6A69,NesNtsc,,,,413,256,256,0,0,0,0,v,8,,0,,
497FF14A,Dendy,,,,4,256,256,0,0,0,0,h,1,,0,,
498187B6,Famicom,HVC-SKROM,HVC-SKROM-01,MMC1A,1,128,128,0,0,8,1,h,33,,0,,
4989D551,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
498BBACA,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
498C99C5,Dendy,,,,178,512,0,8,0,0,0,h,1,,0,,
49983180,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
499A3F66,Dendy,,,,58,128,64,0,0,0,0,h,1,,0,,
499B743B,VT369,,,,256,4096,0,0,0,0,0,h,42,,0,,
49A5CDA7,NesNtsc,,,,541,1024,0,8,0,0,0,h,42,,0,,
49AD2538,NesNtsc,,,,59,128,64,0,0,0,0,h,42,,0,,
49ADB1C9,NesNtsc,,,,562,128,128,0,8,0,0,v,1,,1,,
49AEB3A6,Famicom,HVC-NROM-128,2A,,0,16,8,0,0,0,0,v,32,,0,,
49AF5921,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
49B27938,NesNtsc,,,,360,512,256,0,0,0,0,h,42,,0,,
49D3CE29,Dendy,,,,268,256,256,0,0,8,1,h,1,,0,,
49D84ABD,NesNtsc,,,,313,512,512,0,0,0,0,h,1,,0,,
49DA2F76,Famicom,JALECO-JF-24,JF-24A,SS88006,18,128,128,0,0,0,0,h,1,,0,,
49E35593,Famicom,,,,19,256,256,,0,0,0,,,,,,
49EC88D6,NesNtsc,,,,59,128,64,0,0,0,0,h,42,,0,,
49EE3B04,NesNtsc,,,,342,2432,0,256,32,0,0,h,1,,0,,
49F22159,Dendy,,,,176,1024,0,8,0,32,1,h,1,,2,,
49F2E541,NesNtsc,,,,45,512,512,0,0,0,0,h,3,,0,,
49F5718C,Dendy,,,,268,1024,0,8,0,8,1,h,1,,1,,
49F745E0,NesNtsc,NES-SGROM,NES-SGROM-03,MMC1B2,1,128,0,8,0,0,0,h,1,,0,,
49FD2867,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
4A08E89D,NesNtsc,,,,562,128,128,0,8,0,0,v,1,,1,,
4A0BF881,NesNtsc,,,,1,256,0,8,0,0,0,h,1,,0,,
4A124000,NesNtsc,,,,286,128,128,0,0,0,0,h,1,,0,,
4A20A465,NesNtsc,,,,2,256,0,8,0,0,0,h,1,,2,,
4A210787,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
4A2CA81B,NesNtsc,,,,206,128,64,0,0,0,0,v,1,,0,,
4A339590,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
4A3D4790,NesNtsc,,,,0,32,8,0,0,0,0,v,8,,0,,
4A3F0F8B,Dendy,,,,268,256,256,0,0,8,1,h,1,,0,,
4A3F7F4D,NesNtsc,,,,59,128,64,0,0,0,0,h,42,,0,,
4A4048D5,NesNtsc,,,,313,512,512,0,0,0,0,h,42,,0,,
4A4B8F1F,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,5,,
4A58C7AF,NesNtsc,,,,525,128,128,0,0,0,0,h,1,,0,,
4A5F9E7E,NesNtsc,,,,4,256,128,0,8,0,0,h,1,,0,,
4A601A2C,Famicom,KONAMI-VRC-4,352400,VRC4,25,256,256,0,0,0,0,h,1,,2,,
4A699855,NesNtsc,,,,65,128,128,0,0,0,0,h,1,,0,,
4A6E8161,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
4A797501,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
4A99B47E,Famicom,HVC-NROM-128,9011-01,,0,16,8,0,0,0,0,h,1,,0,,
4A9A2B9A,Dendy,,,,58,128,64,0,0,0,0,h,42,,0,,
4AC46E46,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
4AC9A648,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
4ACBA235,VT369,,,,423,65536,0,0,0,0,0,h,1,,0,,
4ACDF560,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
4AE58F5D,Famicom,JALECO-JF-23,JF-23A,D7756C,18,256,128,0,0,0,0,h,1,,0,,
4AE9EE7D,NesNtsc,,,,301,512,0,8,0,0,0,h,1,,0,,
4AEA40F7,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
4AF5CFB7,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
4AF7183D,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
4AF742FA,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
4B039FD0,NesNtsc,,,,1,128,128,0,0,8,1,h,1,,0,,
4B041B6B,NesNtsc,NES-AMROM,NES-AMROM-01,,7,128,0,8,0,0,0,h,2,,2,,
4B086A7B,NesNtsc,,,,562,256,0,32,8,0,0,v,1,,1,,
4B0DACCE,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
4B139C67,UM6578,,,,405,1024,0,32,8,0,0,h,47,,0,,
4B143FB6,NesNtsc,,,,0,32,8,0,0,0,0,h,8,,0,,
4B14600C,NesNtsc,,,,242,512,0,8,0,0,0,h,42,,0,,
4B1AA202,NesNtsc,NES-UNEPROM,NES-UNEPROM-01,,2,128,,8,0,0,0,v,,,,,
4B1ED62E,NesPal,NES-UNROM,NES-UNROM-10,,2,128,0,8,0,0,0,v,1,,2,,
4B1F07F2,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
4B2CA0E8,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
4B33AA32,Dendy,,,,242,512,0,8,0,8,1,h,1,,0,,
4B34E777,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
4B382EFB,NesNtsc,,,,134,512,512,0,0,0,0,h,1,,0,,
4B3E3C2C,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
4B40CBD9,NesNtsc,,,,232,256,0,8,0,0,0,v,1,,1,,
4B5177E9,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3C,4,128,128,0,0,0,0,h,3,,0,,
4B543B54,NesNtsc,,,,6,256,0,8,8,0,0,v,1,,2,,
4B6C26B3,VT02,,,,270,16384,0,8,8,0,0,h,42,,0,,
4B6EF399,Famicom,,,,188,256,0,8,0,0,0,h,1,,0,,
4B750880,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,256,0,0,0,0,h,1,,0,,
4B83D1D3,Dendy,,,,4,128,256,0,0,0,0,h,1,,0,,
4B84EBA2,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
4B8992A5,NesNtsc,,,,142,128,0,8,0,0,0,v,1,,0,,
4B8E3853,NesNtsc,,,,17,128,128,0,8,0,0,v,1,,3,,
4B8FAF90,NesNtsc,,,,562,64,64,0,8,0,0,v,1,,1,,
4B9ECFB2,NesNtsc,,,,21,256,128,0,0,0,0,h,1,,1,,
4BA368D6,NesNtsc,,,,30,128,0,32,0,0,1,h,2,,0,,
4BAB6CB4,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
4BAE96C2,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
4BB6B430,Famicom,HVC-CNROM,CN-04B,,3,32,32,0,0,0,0,v,1,,2,,
4BB9B840,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
4BC75F16,NesNtsc,,,,11,64,64,0,0,0,0,v,1,,0,,
4BCA604A,NesNtsc,,,,134,512,512,0,0,0,0,h,1,,0,,
4BD3AE98,NesNtsc,,,,6,160,0,32,8,0,0,h,1,,4,,
4BD3BECF,Famicom,,,,61,512,0,8,0,0,0,h,42,,0,,
4BD605AD,NesNtsc,,,,1,512,0,8,0,8,1,h,1,,0,,
4BDFFFF1,NesNtsc,,,,58,128,64,0,0,0,0,h,42,,0,,
4BF3227C,NesNtsc,,,,63,3072,0,8,0,0,0,h,42,,0,,
4BF72F9D,Famicom,,,,0,32,8,0,0,0,0,h,1,,0,,
4BF80AF8,NesNtsc,,,,141,256,256,0,0,0,0,h,1,,0,,
4BF9991B,VT02,,,,270,16384,0,8,8,0,0,h,42,,0,,
4C049CFE,Famicom,SUNSOFT-FME-7,GRM-E301,FME-7,69,128,256,0,0,0,0,h,1,,0,,
4C086191,NesNtsc,,,,17,128,128,0,0,0,0,v,1,,1,,
4C0E8BBB,Famicom,HVC-SKROM,HVC-SKROM-03,MMC1A,1,128,128,0,0,8,1,h,1,,0,,
4C13B5D0,Famicom,,,,187,256,512,0,0,0,0,h,1,,0,,
4C1BFF78,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
4C1E44B0,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
4C24C375,NesNtsc,,,,2,128,0,8,0,0,0,h,1,,2,,
4C279DB8,NesNtsc,,,,502,1792,0,8,0,0,0,h,1,,0,,
4C2BA67C,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
4C34FA54,NesNtsc,,,,4,256,128,0,0,8,1,h,1,,0,,
4C37A013,NesNtsc,,,,561,256,0,32,8,0,0,v,1,,1,,
4C455DF7,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
4C4D6607,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
4C53A5F1,NesNtsc,,,,25,256,256,0,0,8,1,h,1,,3,,
4C5836BD,Famicom,NAMCOT-163,60-13,163,19,256,256,0,0,0,0,h,1,,2,,
4C7FDD56,Famicom,,,,2,128,0,8,0,0,0,v,1,,2,,
4C86AD14,NesNtsc,,,,2,64,0,8,0,0,0,v,1,,2,,
4C91050C,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
4C9824C4,NesNtsc,,,,4,512,8,0,0,8,1,h,1,,0,,
4CA11295,NesNtsc,,,,150,64,32,0,0,0,0,h,1,,0,,
4CA22308,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
4CAC8341,NesNtsc,,,,2,64,0,8,0,0,0,v,1,,2,,
4CAECD7D,NesNtsc,,,,4,128,64,0,0,0,0,h,1,,0,,
4CAF31FA,NesNtsc,,,,1,16,8,0,0,0,0,h,1,,0,,
4CB2A105,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
4CB2A50E,NesNtsc,,,,19,128,128,0,0,8,1,h,1,,5,,
4CB3E559,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
4CBAE1F0,NesNtsc,,,,22,128,128,0,0,0,0,h,1,,0,,
4CBE4A2C,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
4CC4E7DE,NesNtsc,,,,2,64,0,8,0,0,0,v,1,,2,,
4CE082F8,Dendy,,,,163,512,0,8,0,8,1,v,1,,0,,
4CEC8C63,NesNtsc,,,,562,384,256,0,8,0,0,v,1,,1,,
4CF64C30,NesNtsc,,,,513,1536,0,32,0,0,1,h,1,,0,,
4CF70700,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
4CFA0199,VT03,,,,256,16,32,0,0,0,0,h,1,,1,,
4D0185F1,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
4D0AE59B,Dendy,,,,178,512,0,8,0,8,1,h,1,,0,,
4D0F22E3,Dendy,,,,268,1024,0,8,0,8,1,h,1,,0,,
4D14F855,NesNtsc,,,,45,512,512,0,0,0,0,h,1,,0,,
4D1537FD,NesNtsc,,,,6,256,0,32,8,0,0,v,1,,1,,
